village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag,is_reported,reporting_status,reconstructed_malaria_cases,uncertainty_malaria_cases,reconstructed_malaria_cases_lower95,reconstructed_malaria_cases_upper95,reconstructed_diarrhea_cases,uncertainty_diarrhea_cases,reconstructed_diarrhea_cases_lower95,reconstructed_diarrhea_cases_upper95,reconstructed_ari_cases,uncertainty_ari_cases,reconstructed_ari_cases_lower95,reconstructed_ari_cases_upper95,reconstructed_anc4_completion_pct,uncertainty_anc4_completion_pct,reconstructed_anc4_completion_pct_lower95,reconstructed_anc4_completion_pct_upper95,reconstructed_full_immunization_pct,uncertainty_full_immunization_pct,reconstructed_full_immunization_pct_lower95,reconstructed_full_immunization_pct_upper95,village_name,block_name,subcentre_id,parent_phc_id,latitude,longitude,population,sc_st_pct,female_literacy_pct,tap_water_access_pct,sanitation_access_pct,distance_phc_km,distance_chc_km,all_weather_road,electricity_hours_per_day,mo_sanctioned,mo_in_position,anm_present,asha_workers_count,cold_chain_functional,rainfall_lag_1w,rainfall_lag_2w,rainfall_lag_3w,rainfall_lag_4w,rainfall_cum_4w,rainfall_surge_delta,vector_temp_suitability,vector_humidity_suitability,vector_breeding_pressure,waterborne_runoff_risk,target_malaria_lead_2w,target_diarrhea_lead_2w,spatial_lag_neighbor_malaria,spatial_lag_neighbor_diarrhea,forecasted_malaria_cases_2w,forecasted_diarrhea_cases_2w,VBVI,WBSI,climate_health_hazard_index
VIL_004,70,12.05,-18.1,29.4,51.5,0.229,0.0,0.0,3.0,41.9,39.8,36.0,0,0,True,STRUCTURAL_ZERO_INFLATED,2.745317244703928,4.822933102028536,0.0,7.568250346732464,1.553070285181395,4.087999439439389,0.0,5.641069724620784,1.619910846545096,2.366791379007271,0.0,3.986702225552367,41.9,0.3191483981456047,41.58085160185439,42.219148398145606,36.0,0.442764498124247,35.55723550187575,36.44276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,10.75,11.2,7.14,9.11,41.14,1.7650000000000006,0.867428473183411,0.7357142857142858,6.347333501507621,1.8290802499999999,1.873337352694992,1.4347400135517536,2.5362798930249295,1.7172814838440462,2.48445303472363,1.798363998289428,29.4,29.7,29.5
VIL_004,71,13.73,-5.7,31.1,59.2,0.156,4.0,1.0,2.0,49.3,43.0,42.5,3,1,True,REPORTED,4.0,0.4822933102028536,3.5177066897971465,4.482293310202854,1.0,0.4087999439439389,0.5912000560560611,1.408799943943939,2.0,0.2366791379007271,1.7633208620992729,2.236679137900727,49.3,0.3191483981456047,48.98085160185439,49.619148398145605,42.5,0.442764498124247,42.05723550187575,42.94276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,12.05,10.75,11.2,7.14,47.730000000000004,1.7974999999999994,0.6602995202173129,0.8457142857142858,4.793517943249835,1.3966914000000001,2.057222082475686,2.453108457962002,2.333676334784976,1.2694105030517475,2.653712233116883,1.6896196459484212,29.4,26.8,28.2
VIL_004,72,18.47,38.0,31.8,44.7,0.403,,,,,,,4,0,False,UNRECORDED,1.873337352694992,4.822933102028536,0.0,6.696270454723528,1.4347400135517536,4.087999439439389,0.0,5.522739452991143,1.5155731740364615,2.366791379007271,0.0,3.882364553043733,39.77332958620676,3.1914839814560465,36.58184560475071,42.9648135676628,40.65228442615632,4.42764498124247,36.22463944491385,45.0799294073988,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,13.73,12.05,10.75,11.2,55.0,4.719999999999999,0.5661541495171974,0.6385714285714286,4.172054631123601,4.11116017,1.8483731139805453,2.685002288579511,1.6182491314587837,1.625413053294295,1.9710893319631746,1.6930218813366864,26.0,34.3,29.7
VIL_004,73,22.83,39.5,33.9,56.2,0.506,,,,,,,2,0,False,UNRECORDED,2.057222082475686,4.822933102028536,0.0,6.880155184504222,2.453108457962002,4.087999439439389,0.0,6.541107897401391,0.9875342256314126,2.366791379007271,0.0,3.354325604638684,38.65927183839585,3.1914839814560465,35.46778785693981,41.8507558198519,39.538426631176506,4.42764498124247,35.11078164993403,43.96607161241898,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,18.47,13.73,12.05,10.75,67.08,6.059999999999999,0.3086474612366191,0.8028571428571429,2.9592254370475586,6.943944259999999,1.6757330763463203,2.653244964500098,1.4478629115003416,2.5528196174408775,2.0101229792557644,3.0509646610866263,25.6,46.4,35.0
VIL_004,74,24.03,71.8,32.1,49.0,0.401,0.0,0.0,2.0,45.6,39.3,45.3,3,0,True,STRUCTURAL_ZERO_INFLATED,1.8483731139805453,4.822933102028536,0.0,6.671306216009081,2.685002288579511,4.087999439439389,0.0,6.773001728018899,1.398433369835098,2.366791379007271,0.0,3.76522474884237,45.6,0.3191483981456047,45.2808516018544,45.91914839814561,45.3,0.442764498124247,44.85723550187575,45.742764498124245,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,22.83,18.47,13.73,12.05,79.06,4.265000000000001,0.5261219640934562,0.7,5.3835956097827,6.802038690000001,1.340325988405798,3.402251644951087,1.5960929338837382,2.0637195848710217,1.9203073399388861,2.8304692063243766,26.4,41.8,33.3
VIL_004,75,52.8,275.7,33.9,66.0,1.0,,,,,,,2,0,False,UNRECORDED,1.6757330763463203,4.822933102028536,0.0,6.498666178374856,2.653244964500098,4.087999439439389,0.0,6.741244403939486,1.1190808161702548,2.366791379007271,0.0,3.485872195177526,39.19361825547495,3.1914839814560465,36.0021342740189,42.38510223693099,39.22305217254139,4.42764498124247,34.795407191298914,43.65069715378386,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,24.03,22.83,18.47,13.73,118.13,23.2675,0.3086474612366191,0.9428571428571428,5.054851750155498,17.854290000000002,2.2807132731790505,3.674360556027871,1.4229296285049424,2.8981876254704066,2.0215429528164774,3.0438876533333303,26.7,61.2,42.2
VIL_004,76,44.28,191.4,37.7,59.7,0.908,,,,,,,0,1,False,UNRECORDED,1.340325988405798,4.822933102028536,0.0,6.163259090434334,3.402251644951087,4.087999439439389,0.0,7.490251084390476,0.7645623906657584,2.366791379007271,0.0,3.131353769673029,39.345251559716,3.1914839814560465,36.15376757825995,42.53673554117204,40.30117861344461,4.42764498124247,35.87353363220214,44.728823594687086,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,52.8,24.03,22.83,18.47,143.94,8.295000000000002,0.059195273473932414,0.8528571428571429,1.0447389037056083,35.6212032,1.98112956611057,3.7164372525075775,0.8602072450011734,3.7191886079587664,1.8568124203852152,4.92846249064785,24.0,71.1,45.2
VIL_004,77,68.68,345.0,35.2,70.0,1.0,,,,,,,4,0,False,UNRECORDED,2.2807132731790505,4.822933102028536,0.0,7.103646375207586,3.674360556027871,4.087999439439389,0.0,7.76235999546726,1.1148880826886622,2.366791379007271,0.0,3.481679461695933,39.3428159342955,3.1914839814560465,36.151331952839456,42.53429991575155,40.05295209377132,4.42764498124247,35.625307112528844,44.48059707501379,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,44.28,52.8,24.03,22.83,189.79,21.2325,0.19009203800075852,1.0,6.61862457911041,32.90004,1.852326909686269,5.782705465741659,2.4165368043794757,3.299024397122033,2.591420046405175,5.070345856768373,30.1,74.8,50.2
VIL_004,78,48.78,221.1,38.2,60.6,0.936,,,,,,,1,1,False,UNRECORDED,1.98112956611057,4.822933102028536,0.0,6.804062668139106,3.7164372525075775,4.087999439439389,0.0,7.804436691946966,1.2031110536104326,2.366791379007271,0.0,3.569902432617704,37.778204452936855,3.1914839814560465,34.58672047148081,40.9696884343929,38.67205635515997,4.42764498124247,34.2444113739175,43.09970133640245,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,68.68,44.28,52.8,24.03,214.54000000000002,-4.855000000000004,0.045171724564724576,0.8657142857142858,1.25646958745764,47.76336864000001,2.2920358802744767,7.73386583149675,1.8127690383986292,3.9730597627091817,2.7746891686170057,4.583274675109629,28.2,69.6,46.8
VIL_004,79,65.29,335.4,37.4,63.1,1.0,,,,,,,1,1,False,UNRECORDED,1.852326909686269,4.822933102028536,0.0,6.675260011714805,5.782705465741659,4.087999439439389,1.6947060263022695,9.870704905181046,1.1391924969008842,2.366791379007271,0.0,3.5059838759081554,40.22356483167617,3.1914839814560465,37.032080850220126,43.415048813132216,40.09195078093992,4.42764498124247,35.664305799697445,44.51959576218239,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,48.78,68.68,44.28,52.8,227.03,8.532500000000006,0.06920949021331946,0.9014285714285715,3.690340188252872,36.24354,2.239250762935057,6.114970714489963,1.626071286860887,6.19024296657095,2.966871178937009,7.404303561437305,30.3,90.4,57.3
VIL_004,80,82.22,453.8,34.8,79.0,1.0,,,,,,,5,1,False,UNRECORDED,2.2920358802744767,4.822933102028536,0.0,7.1149689823030124,7.73386583149675,4.087999439439389,3.6458663920573615,11.82186527093614,1.0419784560967305,2.366791379007271,0.0,3.408769835104001,39.06470675299482,3.1914839814560465,35.87322277153878,42.25619073445087,39.439468129328176,4.42764498124247,35.0118231480857,43.86711311057065,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,65.29,48.78,68.68,44.28,264.97,15.977499999999992,0.22263486587889114,1.0,10.259014619699304,48.510470000000005,2.5617944092663683,5.863381818756007,1.929879024410176,9.543422403530226,2.659110584966196,6.162294214830306,32.2,82.1,54.7
VIL_004,81,100.2,562.1,37.7,75.5,1.0,,,,,,,5,1,False,UNRECORDED,2.239250762935057,4.822933102028536,0.0,7.062183864963593,6.114970714489963,4.087999439439389,2.026971275050574,10.202970153929352,1.4625452367486194,2.366791379007271,0.0,3.8293366157558895,39.29741873702892,3.1914839814560465,36.10593475557288,42.488902718484965,39.271162131327856,4.42764498124247,34.84351715008538,43.69880711257033,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,82.22,65.29,48.78,68.68,296.49,26.0775,0.059195273473932414,1.0,3.9852625913590267,61.089459999999995,5.0,13.0,1.9417439287379363,6.524340118920349,5.019799665264504,7.189613989178274,39.6,89.0,61.8
VIL_004,82,96.46,558.6,36.6,81.8,1.0,,,,,,,0,1,False,UNRECORDED,2.5617944092663683,4.822933102028536,0.0,7.384727511294904,5.863381818756007,4.087999439439389,1.7753823793166186,9.951381258195395,1.085460953242805,2.366791379007271,0.0,3.452252332250076,37.0403425816838,3.1914839814560465,33.84885860022775,40.23182656313984,38.56381837294538,4.42764498124247,34.136173391702904,42.99146335418785,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,100.2,82.22,65.29,48.78,344.17,10.41749999999999,0.10273981490249426,1.0,6.385895935079433,74.4486,4.8768474305578255,6.503400970398858,1.8134824531616303,6.1638307597199375,3.913717672103064,5.600557931205999,35.9,78.3,55.0
VIL_004,83,94.42,518.3,35.8,76.3,1.0,5.0,13.0,1.0,45.8,38.3,37.9,2,0,True,REPORTED,5.0,0.4822933102028536,4.517706689797146,5.482293310202854,13.0,0.4087999439439389,12.591200056056062,13.408799943943938,1.0,0.2366791379007271,0.7633208620992729,1.2366791379007271,45.8,0.3191483981456047,45.48085160185439,46.119148398145605,37.9,0.442764498124247,37.45723550187575,38.34276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,96.46,100.2,82.22,65.29,373.29999999999995,1.0949999999999989,0.14776992650431792,1.0,11.711357755173212,71.66977999999999,5.447720924379455,6.881378540892151,3.4924537043128887,5.968695665744013,9.180786224686587,9.624198402219653,62.1,93.6,76.3
VIL_004,84,77.37,398.4,36.1,63.3,1.0,,,,,,,2,1,False,UNRECORDED,4.8768474305578255,4.822933102028536,0.0539143285292897,9.69978053258636,6.503400970398858,4.087999439439389,2.4154015309594694,10.591400409838249,1.3703875602384628,2.366791379007271,0.0,3.7371789392457337,39.71259204144186,3.1914839814560465,36.52110805998581,42.904076022897904,39.53388350619856,4.42764498124247,35.10623852495608,43.96152848744103,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,94.42,96.46,100.2,82.22,368.45,-14.742500000000007,0.12942012829777544,0.9042857142857142,10.289053285196333,70.15406,6.565868458869602,5.490563651158883,3.751586482911648,6.651394176239936,7.967708391623358,8.285584543867296,56.0,93.6,72.9
VIL_004,85,72.55,394.7,35.8,65.5,1.0,,,,,,,5,0,False,UNRECORDED,5.447720924379455,4.822933102028536,0.6247878223509193,10.27065402640799,6.881378540892151,4.087999439439389,2.7933791014527625,10.96937798033154,1.5028697096890828,2.366791379007271,0.0,3.869661088696354,38.281772801212696,3.1914839814560465,35.09028881975665,41.47325678266874,39.27915244073886,4.42764498124247,34.85150745949639,43.706797421981335,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,77.37,94.42,96.46,100.2,340.8,-12.649999999999991,0.14776992650431792,0.9357142857142857,13.535015972148303,57.485910000000004,9.154497121657744,5.483124771772614,4.740941992726479,7.869209969730844,8.9149891206245,7.533363252202448,61.9,91.3,75.1
VIL_004,86,82.51,427.3,35.3,62.5,1.0,,,,,,,1,1,False,UNRECORDED,6.565868458869602,4.822933102028536,1.7429353568410662,11.388801560898138,5.490563651158883,4.087999439439389,1.4025642117194943,9.578563090598273,1.454357682313141,2.366791379007271,0.0,3.821149061320412,39.08715082911535,3.1914839814560465,35.89566684765931,42.2786348105714,39.24590309852895,4.42764498124247,34.81825811728648,43.67354807977142,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,72.55,77.37,94.42,96.46,326.85,0.7974999999999994,0.1825031849518365,0.8928571428571429,14.473806160858862,53.90465,8.890506317642991,3.7618949457406528,9.786284233368207,6.22523208778606,10.478221673323871,6.283697284118382,69.3,82.9,75.4
VIL_004,87,56.19,272.5,35.0,55.0,1.0,,,,,,,2,0,False,UNRECORDED,9.154497121657744,4.822933102028536,4.331564019629209,13.97743022368628,5.483124771772614,4.087999439439389,1.395125332333225,9.571124211212002,1.1724171793323592,2.366791379007271,0.0,3.53920855833963,39.10599832235484,3.1914839814560465,35.91451434089879,42.29748230381088,38.8668951440276,4.42764498124247,34.43925016278513,43.29454012527008,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,82.51,72.55,77.37,94.42,288.62,-15.965000000000003,0.20592424643419874,0.7857142857142857,13.861525888972672,61.304930000000006,10.31774045069911,3.429420556320192,9.468872320585568,5.944429685646173,12.41703117980415,4.162420889563041,76.9,68.7,73.2
VIL_004,88,57.1,311.9,33.2,49.0,1.0,,,,,,,2,0,False,UNRECORDED,8.890506317642991,4.822933102028536,4.067573215614456,13.713439419671529,3.7618949457406528,4.087999439439389,0.0,7.849894385180042,1.2335814890763366,2.366791379007271,0.0,3.600372868083608,39.37654399100394,3.1914839814560465,36.1850600095479,42.56802797245999,40.11552007186562,4.42764498124247,35.687875090623145,44.54316505310809,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,56.19,82.51,72.55,77.37,268.35,-9.98749999999999,0.38707538854998935,0.7,21.52069486768002,41.74917,21.0,4.0,9.610426175741365,4.34010185945323,12.453740135084523,3.1130553854244285,80.8,61.7,72.2
VIL_004,89,63.24,321.5,30.0,59.1,1.0,,,,,,,3,0,False,UNRECORDED,10.31774045069911,4.822933102028536,5.494807348670575,15.140673552727646,3.429420556320192,4.087999439439389,0.0,7.517419995759581,0.8398340899622034,2.366791379007271,0.0,3.206625468969474,38.87070158998232,3.1914839814560465,35.67921760852627,42.06218557143836,38.308439768430944,4.42764498124247,33.88079478718847,42.73608474967342,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,57.1,56.19,82.51,72.55,259.04,-1.5200000000000031,0.8007374029168081,0.8442857142857143,44.6234322185768,42.4253,12.4532990569854,2.9530104241161883,10.652227307420516,4.541422064122357,10.414589067652852,2.1914543491141365,84.2,55.5,71.3
VIL_004,90,37.1,136.1,30.0,40.1,0.636,21.0,4.0,1.0,40.3,36.4,39.6,3,0,True,REPORTED,21.0,0.4822933102028536,20.517706689797148,21.48229331020285,4.0,0.4087999439439389,3.591200056056061,4.408799943943939,1.0,0.2366791379007271,0.7633208620992729,1.2366791379007271,40.3,0.3191483981456047,39.98085160185439,40.619148398145605,39.6,0.442764498124247,39.15723550187575,40.04276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,63.24,57.1,56.19,82.51,213.63,-16.307500000000005,0.8007374029168081,0.5728571428571428,33.18569915531312,29.88393552,9.679697161978757,2.9244252062933342,11.743459953054014,3.3132574780765296,13.356884669490071,2.377722671172717,86.7,45.8,68.3
VIL_004,91,44.04,193.0,32.9,45.3,0.844,,,,,,,2,1,False,UNRECORDED,12.4532990569854,4.822933102028536,7.630365954956863,17.276232159013936,2.9530104241161883,4.087999439439389,0.0,7.041009863555577,0.6677928730129099,2.366791379007271,0.0,3.034584252020181,40.445834950119774,3.1914839814560465,37.25435096866373,43.63731893157582,40.031577090808725,4.42764498124247,35.60393210956625,44.4592220720512,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,37.1,63.24,57.1,56.19,201.48,-6.329999999999998,0.4233711028530495,0.6471428571428571,16.167653338641973,23.2651132,8.475727360372366,2.016608804923861,12.01062439669287,2.595674380102255,15.487692986861292,3.0649129999827394,78.1,56.7,68.5
VIL_004,92,32.35,115.2,29.1,42.4,0.632,,,,,,,3,1,False,UNRECORDED,9.679697161978757,4.822933102028536,4.856764059950219,14.50263026400729,2.9244252062933342,4.087999439439389,0.0,7.012424645732724,1.317880475540218,2.366791379007271,0.0,3.684671854547489,39.01304582739423,3.1914839814560465,35.821561845938184,42.20452980885028,40.57484147636844,4.42764498124247,36.14719649512597,45.002486457610914,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,44.04,37.1,63.24,57.1,176.73000000000002,-11.832499999999996,0.8968300597468686,0.6057142857142856,26.672238451191724,20.68012704,6.994094694180186,2.117368051748892,8.013174605556506,2.739796157976272,5.825623010932509,2.276013765053577,54.6,45.0,50.3
VIL_004,93,17.27,16.8,29.8,30.6,0.376,,,,,,,2,1,False,UNRECORDED,8.475727360372366,4.822933102028536,3.65279425834383,13.2986604624009,2.016608804923861,4.087999439439389,0.0,6.10460824436325,1.6465507226578666,2.366791379007271,0.0,4.013342101665137,39.69708656913159,3.1914839814560465,36.50560258767554,42.88857055058763,39.75320579701688,4.42764498124247,35.3255608157744,44.18085077825935,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,32.35,44.04,37.1,63.24,130.76,-15.419999999999998,0.8240037097874371,0.43714285714285717,20.013119587759633,9.0375548,5.0,5.0,7.166887144882484,1.3846747789018596,5.685700617448348,2.267999869944907,50.6,37.3,44.6
VIL_004,94,15.89,12.6,27.5,33.0,0.316,,,,,,,0,0,False,UNRECORDED,6.994094694180186,4.822933102028536,2.17116159215165,11.817027796208722,2.117368051748892,4.087999439439389,0.0,6.20536749118828,1.561022248495167,2.366791379007271,0.0,3.927813627502438,39.30115077672843,3.1914839814560465,36.10966679527238,42.49263475818447,38.85249084660049,4.42764498124247,34.424845865358016,43.28013582784296,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,17.27,32.35,44.04,37.1,109.54999999999998,-11.497500000000002,0.9938461733264412,0.4714285714285714,16.49216735622849,4.05478876,3.2650239660361398,1.6019744958922826,6.8409576561722405,2.2035100304138133,3.3279783676336945,2.1425045922811443,38.3,34.7,36.7
VIL_004,95,14.57,-13.2,24.9,26.9,0.331,5.0,5.0,0.0,42.6,31.7,44.4,4,0,True,REPORTED,5.0,0.4822933102028536,4.517706689797146,5.482293310202854,5.0,0.4087999439439389,4.591200056056061,5.408799943943939,0.0,0.2366791379007271,0.0,0.2366791379007271,42.6,0.3191483981456047,42.2808516018544,42.91914839814561,44.4,0.442764498124247,43.95723550187575,44.84276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,15.89,17.27,32.35,44.04,80.08000000000001,-5.449999999999999,0.8968300597468686,0.3842857142857143,11.487506484784037,3.90787537,5.0,0.0,4.767922333224074,2.115321349912235,3.421153137342445,2.3255587704820404,36.2,36.3,36.2
VIL_004,96,10.46,-13.4,23.8,33.9,0.277,,,,,,,2,1,False,UNRECORDED,3.2650239660361398,4.822933102028536,0.0,8.087957068064675,1.6019744958922826,4.087999439439389,0.0,5.689973935331672,1.3050661207308685,2.366791379007271,0.0,3.67185749973814,39.440583204678525,3.1914839814560465,36.24909922322248,42.63206718613457,40.461310065733485,4.42764498124247,36.03366508449101,44.88895504697596,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,14.57,15.89,17.27,32.35,58.19,-4.087499999999999,0.7765925101265282,0.48428571428571426,9.690403438281319,2.99866627,1.6186663030296793,1.8379493487382013,3.4586066017625123,1.5262694349405619,2.4839282896119927,1.7372969345303104,31.1,30.8,31.0
VIL_004,97,12.71,-12.8,22.3,40.2,0.307,5.0,0.0,4.0,41.0,38.9,38.5,2,1,True,REPORTED,5.0,0.4822933102028536,4.517706689797146,5.482293310202854,0.0,0.4087999439439389,0.0,0.4087999439439389,4.0,0.2366791379007271,3.763320862099273,4.236679137900727,41.0,0.3191483981456047,40.68085160185439,41.31914839814561,38.5,0.442764498124247,38.05723550187575,38.94276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,10.46,14.57,15.89,17.27,53.63,-0.6975000000000016,0.5795912885442628,0.5742857142857143,5.388857643622442,2.3859364600000004,1.597330018013146,1.8079978354055155,2.994301346353532,1.3786097815734732,2.5790837240778135,1.2546472182078332,29.4,28.4,29.0
VIL_004,98,8.21,-38.0,19.2,42.8,0.188,,,,,,,2,0,False,UNRECORDED,1.6186663030296793,4.822933102028536,0.0,6.441599405058215,1.8379493487382013,4.087999439439389,0.0,5.92594878817759,1.764903368984651,2.366791379007271,0.0,4.131694747991922,38.2926670027215,3.1914839814560465,35.101183021265456,41.484150984177546,38.76586192157175,4.42764498124247,34.338216940329275,43.19350690281422,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,12.71,10.46,14.57,15.89,45.95,-3.2775,0.2226348658788909,0.6114285714285714,1.8673671122488509,1.7753836400000003,3.0,2.0,1.3934860919100422,1.5359292476915154,1.7278251881726452,1.941192485810107,23.8,29.5,26.4
VIL_004,99,6.75,-61.3,20.4,32.1,0.136,,,,,,,4,0,False,UNRECORDED,1.597330018013146,4.822933102028536,0.0,6.420263120041682,1.8079978354055155,4.087999439439389,0.0,5.895997274844904,2.320291393897384,2.366791379007271,0.0,4.687082772904655,39.379720972656905,3.1914839814560465,36.18823699120086,42.57120495411295,40.379671392053936,4.42764498124247,35.95202641081146,44.80731637329641,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,8.21,12.71,10.46,14.57,38.13,-2.7825000000000006,0.3411081980965919,0.4585714285714286,2.162697121356567,0.8296040800000002,1.1865784340126342,1.2291634812157826,1.4357289816659118,1.5199251624744001,1.522841301688511,1.836487357227959,23.0,27.2,24.9
VIL_004,100,5.17,-52.7,21.0,35.1,0.054,3.0,2.0,1.0,42.4,38.0,38.0,3,1,True,REPORTED,3.0,0.4822933102028536,2.5177066897971465,3.482293310202853,2.0,0.4087999439439389,1.591200056056061,2.408799943943939,1.0,0.2366791379007271,0.7633208620992729,1.2366791379007271,42.4,0.3191483981456047,42.08085160185439,42.719148398145606,38.0,0.442764498124247,37.55723550187575,38.44276449812425,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,6.75,8.21,12.71,10.46,32.84,-3.040000000000001,0.41111229050718745,0.5014285714285714,1.9707313679061402,0.2708235,2.0,0.0,0.7163677299110021,1.2116217663839348,1.9761466894092166,1.849163579911586,25.0,24.8,24.9
VIL_004,101,7.76,-50.8,18.1,27.1,0.192,,,,,,,0,1,False,UNRECORDED,1.1865784340126342,4.822933102028536,0.0,6.00951153604117,1.2291634812157826,4.087999439439389,0.0,5.317162920655171,2.236435078490865,2.366791379007271,0.0,4.6032264574981365,38.83465327432108,3.1914839814560465,35.64316929286503,42.02613725577712,38.63684371215032,4.42764498124247,34.20919873090784,43.06448869339279,Madanpur,Block-A,HSC_1_01,PHC_01,24.02848,82.23278,2677,33.9,61.6,25.7,65.6,10.2,22.0,0,19.2,2,1,0,3,0,5.17,6.75,8.21,12.71,27.89,0.7874999999999996,0.14145092113936875,0.3871428571428572,0.5654694562380972,0.73753152,0.9725664711109192,1.3933889969217652,1.157790694133571,1.1458189073704987,1.315204142307638,1.462260124655298,21.3,26.4,23.6
