village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag,is_reported,reporting_status,reconstructed_malaria_cases,uncertainty_malaria_cases,reconstructed_malaria_cases_lower95,reconstructed_malaria_cases_upper95,reconstructed_diarrhea_cases,uncertainty_diarrhea_cases,reconstructed_diarrhea_cases_lower95,reconstructed_diarrhea_cases_upper95,reconstructed_ari_cases,uncertainty_ari_cases,reconstructed_ari_cases_lower95,reconstructed_ari_cases_upper95,reconstructed_anc4_completion_pct,uncertainty_anc4_completion_pct,reconstructed_anc4_completion_pct_lower95,reconstructed_anc4_completion_pct_upper95,reconstructed_full_immunization_pct,uncertainty_full_immunization_pct,reconstructed_full_immunization_pct_lower95,reconstructed_full_immunization_pct_upper95
VIL_004,8,7.35,-67.8,19.5,46.7,0.094,,,,,,,2,1,False,UNRECORDED,1.342081164416441,4.822933102028536,0.0,6.1650142664449765,1.6312789774626022,4.087999439439389,0.0,5.719278416901991,2.418232926238897,2.366791379007271,0.05144154723162586,4.785024305246168,39.47040182839375,3.1914839814560465,36.2789178469377,42.66188580984979,39.955300594509346,4.42764498124247,35.52765561326687,44.38294557575182
VIL_004,9,5.1,-62.9,18.1,43.8,0.057,,,,,,,2,1,False,UNRECORDED,1.7926569106508436,4.822933102028536,0.0,6.615590012679379,1.7872724172432317,4.087999439439389,0.0,5.8752718566826205,2.2647262045185603,2.366791379007271,0.0,4.631517583525831,39.7678601732738,3.1914839814560465,36.57637619181776,42.95934415472985,40.02703818393355,4.42764498124247,35.599393202691076,44.45468316517602
VIL_004,10,4.53,-65.0,19.6,50.8,0.129,0.0,0.0,5.0,43.7,37.7,36.7,0,1,True,STRUCTURAL_ZERO_INFLATED,1.524814036529818,4.822933102028536,0.0,6.347747138558354,1.9297238750362395,4.087999439439389,0.0,6.017723314475628,2.30759512503141,2.366791379007271,0.0,4.674386504038681,43.7,0.3191483981456047,43.380851601854395,44.01914839814561,36.7,0.44276449812424706,36.257235501875755,37.14276449812425
VIL_004,11,5.9,-54.7,22.8,52.5,0.087,,,,,,,2,0,False,UNRECORDED,1.5846606806612444,4.822933102028536,0.0,6.40759378268978,1.0717641678058776,4.087999439439389,0.0,5.159763607245266,1.1089443440093367,2.366791379007271,0.0,3.4757357230166077,38.69404870819591,3.1914839814560465,35.50256472673986,41.88553268965195,39.426980155749945,4.42764498124247,34.99933517450747,43.85462513699242
VIL_004,12,5.9,-87.2,22.6,51.1,0.051,0.0,2.0,1.0,39.0,35.5,41.9,0,0,True,REPORTED,1.9621181572791624,4.822933102028536,0.0,6.785051259307698,1.2667238039665385,4.087999439439389,0.0,5.354723243405927,1.309070651179781,2.366791379007271,0.0,3.675862030187052,39.0,0.3191483981456047,38.68085160185439,39.31914839814561,41.9,0.44276449812424706,41.45723550187575,42.34276449812425
VIL_004,13,7.0,-39.7,25.9,49.6,0.11,,,,,,,3,1,False,UNRECORDED,2.374281036507803,4.822933102028536,0.0,7.197214138536339,1.4715229198893462,4.087999439439389,0.0,5.559522359328735,1.8036740222489156,2.366791379007271,0.0,4.170465401256187,39.378173742138465,3.1914839814560465,36.18668976068242,42.56965772359451,39.90377425968406,4.42764498124247,35.47612927844159,44.331419240926536
VIL_004,14,9.35,-45.0,27.0,48.8,0.185,0.0,0.0,0.0,39.8,30.7,39.3,3,0,True,STRUCTURAL_ZERO_INFLATED,2.662152024486831,4.822933102028536,0.0,7.485085126515367,0.999476733704608,4.087999439439389,0.0,5.087476173143997,1.0003979661777302,2.366791379007271,0.0,3.3671893451850012,39.8,0.3191483981456047,39.48085160185439,40.119148398145605,39.3,0.44276449812424706,38.85723550187575,39.742764498124245
VIL_004,15,9.41,-30.4,27.9,44.9,0.129,0.0,0.0,4.0,39.5,31.3,48.2,3,1,True,STRUCTURAL_ZERO_INFLATED,1.9918104454097971,4.822933102028536,0.0,6.814743547438333,1.3163669032759637,4.087999439439389,0.0,5.4043663427153525,1.2606274234443662,2.366791379007271,0.0,3.627418802451637,39.5,0.3191483981456047,39.18085160185439,39.81914839814561,48.2,0.44276449812424706,47.757235501875755,48.64276449812425
VIL_004,16,6.17,-51.5,30.4,55.6,0.066,,,,,,,4,0,False,UNRECORDED,2.90272855238947,4.822933102028536,0.0,7.725661654418006,1.0505811587221694,4.087999439439389,0.0,5.138580598161559,1.5186855992731243,2.366791379007271,0.0,3.885476978280395,39.68367139806644,3.1914839814560465,36.49218741661039,42.87515537952248,40.38474507450213,4.42764498124247,35.957100093259655,44.8123900557446
VIL_004,17,8.05,-55.1,29.3,45.3,0.267,,,,,,,4,1,False,UNRECORDED,2.1962652070643434,4.822933102028536,0.0,7.019198309092879,1.4665844376569863,4.087999439439389,0.0,5.554583877096375,1.1586821484420509,2.366791379007271,0.0,3.525473527449322,41.422138665775684,3.1914839814560465,38.23065468431964,44.61362264723173,38.082111896455636,4.42764498124247,33.65446691521316,42.50975687769811
VIL_004,18,9.98,-26.8,31.3,51.5,0.157,0.0,0.0,1.0,42.2,35.5,44.6,2,1,True,STRUCTURAL_ZERO_INFLATED,2.198205577523222,4.822933102028536,0.0,7.021138679551758,1.1777084604433659,4.087999439439389,0.0,5.265707899882755,1.447990196214504,2.366791379007271,0.0,3.814781575221775,42.2,0.3191483981456047,41.880851601854395,42.51914839814561,44.6,0.44276449812424706,44.15723550187575,45.04276449812425
VIL_004,19,11.15,-29.5,30.9,53.0,0.207,0.0,0.0,3.0,46.2,41.4,43.6,0,0,True,STRUCTURAL_ZERO_INFLATED,1.693748049851727,4.822933102028536,0.0,6.516681151880263,1.4669957609930582,4.087999439439389,0.0,5.554995200432447,1.546880235561877,2.366791379007271,0.0,3.913671614569148,46.2,0.3191483981456047,45.880851601854395,46.51914839814561,43.6,0.44276449812424706,43.15723550187575,44.04276449812425
VIL_004,20,12.08,-40.2,35.6,46.3,0.223,,,,,,,1,1,False,UNRECORDED,1.9238542702964523,4.822933102028536,0.0,6.746787372324988,1.7985412997045929,4.087999439439389,0.0,5.886540739143982,1.3387536375449327,2.366791379007271,0.0,3.705545016552204,39.4674612781452,3.1914839814560465,36.275977296689156,42.658945259601246,39.84637747551172,4.42764498124247,35.41873249426925,44.274022456754196
VIL_004,21,18.11,32.4,36.0,54.8,0.341,,,,,,,3,1,False,UNRECORDED,1.7482168279395134,4.822933102028536,0.0,6.571149929968049,1.7772360656877522,4.087999439439389,0.0,5.865235505127141,1.597067128290435,2.366791379007271,0.0,3.963858507297706,39.857189919922504,3.1914839814560465,36.66570593846646,43.04867390137855,39.87440226399303,4.42764498124247,35.44675728275055,44.3020472452355
VIL_004,22,25.2,60.2,34.5,56.3,0.535,,,,,,,3,1,False,UNRECORDED,1.6957026465874963,4.822933102028536,0.0,6.518635748616032,1.848710390393953,4.087999439439389,0.0,5.936709829833342,1.139791722101326,2.366791379007271,0.0,3.506583101108597,40.505939688077774,3.1914839814560465,37.31445570662173,43.69742366953382,39.782116084133634,4.42764498124247,35.35447110289116,44.20976106537611
VIL_004,23,26.95,71.1,35.7,60.0,0.586,2.0,3.0,1.0,38.2,38.3,37.9,3,1,True,REPORTED,2.0,0.4822933102028536,1.5177066897971465,2.4822933102028535,3.0,0.4087999439439389,2.591200056056061,3.408799943943939,1.0,0.23667913790072712,0.7633208620992729,1.2366791379007271,38.2,0.3191483981456047,37.880851601854395,38.51914839814561,37.9,0.44276449812424706,37.45723550187575,38.34276449812425
VIL_004,24,39.02,156.1,37.5,56.2,0.765,1.0,1.0,2.0,42.7,38.0,44.2,0,0,True,REPORTED,1.0,0.4822933102028536,0.5177066897971464,1.4822933102028535,1.0,0.4087999439439389,0.5912000560560611,1.408799943943939,2.0,0.23667913790072712,1.7633208620992729,2.236679137900727,42.7,0.3191483981456047,42.380851601854395,43.01914839814561,44.2,0.44276449812424706,43.757235501875755,44.64276449812425
VIL_004,25,48.03,222.9,36.2,56.3,0.899,,,,,,,3,1,False,UNRECORDED,1.39384958261901,4.822933102028536,0.0,6.216782684647546,3.963189675967919,4.087999439439389,0.0,8.051189115407308,1.038644827780446,2.366791379007271,0.0,3.405436206787717,39.646778017926096,3.1914839814560465,36.45529403647005,42.83826199938214,39.89171986795128,4.42764498124247,35.46407488670881,44.319364849193754
VIL_004,26,64.38,328.6,35.9,66.4,1.0,1.0,2.0,1.0,43.9,40.9,36.1,4,0,True,REPORTED,1.0,0.4822933102028536,0.5177066897971464,1.4822933102028535,2.0,0.4087999439439389,1.591200056056061,2.408799943943939,1.0,0.23667913790072712,0.7633208620992729,1.2366791379007271,43.9,0.3191483981456047,43.58085160185439,44.219148398145606,36.1,0.44276449812424706,35.65723550187575,36.54276449812425
VIL_004,27,58.87,297.9,38.0,65.3,1.0,,,,,,,2,0,False,UNRECORDED,2.0048336951147565,4.822933102028536,0.0,6.827766797143292,5.30349479920238,4.087999439439389,1.2154953597629916,9.39149423864177,1.6119645943898038,2.366791379007271,0.0,3.9787559733970745,38.14573306278215,3.1914839814560465,34.954249081326104,41.337217044238194,38.29699711391925,4.42764498124247,33.869352132676774,42.72464209516172
VIL_004,28,77.5,403.3,37.1,72.8,1.0,,,,,,,2,1,False,UNRECORDED,1.9879879876843005,4.822933102028536,0.0,6.810921089712837,5.776174445285317,4.087999439439389,1.6881750058459284,9.864173884724707,1.5775405807336682,2.366791379007271,0.0,3.944331959740939,37.60396888415069,3.1914839814560465,34.41248490269464,40.795452865606734,37.963619133016984,4.42764498124247,33.53597415177451,42.39126411425946
VIL_004,29,109.43,622.1,37.1,85.7,1.0,,,,,,,1,1,False,UNRECORDED,2.193504700970532,4.822933102028536,0.0,7.016437802999068,6.247659814542702,4.087999439439389,2.1596603751033134,10.33565925398209,1.2364114914773396,2.366791379007271,0.0,3.6032028704846106,39.57010982163993,3.1914839814560465,36.37862584018389,42.76159380309598,39.00806397276452,4.42764498124247,34.580418991522045,43.43570895400699
VIL_004,30,105.35,601.2,35.7,76.5,1.0,2.0,12.0,0.0,39.3,36.1,35.7,1,1,True,REPORTED,2.0,0.4822933102028536,1.5177066897971465,2.4822933102028535,12.0,0.4087999439439389,11.591200056056062,12.408799943943938,0.0,0.23667913790072712,0.0,0.23667913790072712,39.3,0.3191483981456047,38.98085160185439,39.619148398145605,35.7,0.44276449812424706,35.257235501875755,36.14276449812425
VIL_004,31,108.24,640.6,34.3,86.4,1.0,,,,,,,4,0,False,UNRECORDED,3.138035585685566,4.822933102028536,0.0,7.960968687714102,6.642700222449321,4.087999439439389,2.554700783009932,10.73069966188871,1.0376329305128422,2.366791379007271,0.0,3.404424309520113,38.369726964216774,3.1914839814560465,35.17824298276073,41.56121094567282,38.356693911272856,4.42764498124247,33.92904893003038,42.78433889251533
VIL_004,32,91.03,505.7,36.1,82.7,1.0,,,,,,,0,1,False,UNRECORDED,3.8253857703141674,4.822933102028536,0.0,8.648318872342703,6.154981229233755,4.087999439439389,2.066981789794366,10.242980668673145,1.0020482466941296,2.366791379007271,0.0,3.3688396257014004,38.917990194606894,3.1914839814560465,35.72650621315085,42.10947417606294,39.672445717540064,4.42764498124247,35.24480073629759,44.10009069878254
VIL_004,33,88.43,500.4,36.3,74.4,1.0,,,,,,,3,1,False,UNRECORDED,5.9535596388533385,4.822933102028536,1.1306265368248027,10.776492740881874,6.095050010369521,4.087999439439389,2.007050570930132,10.183049449808909,1.2427000727320658,2.366791379007271,0.0,3.609491451739337,39.81903016595346,3.1914839814560465,36.62754618449741,43.0105141474095,40.15688162583272,4.42764498124247,35.729236644590245,44.58452660707519
VIL_004,34,93.14,521.3,34.2,76.5,1.0,,,,,,,2,1,False,UNRECORDED,9.14517071504278,4.822933102028536,4.322237613014245,13.968103817071317,8.245246232178665,4.087999439439389,4.157246792739277,12.333245671618055,1.582016842288017,2.366791379007271,0.0,3.948808221295288,40.24864300306007,3.1914839814560465,37.05715902160402,43.44012698451611,41.29757945286104,4.42764498124247,36.86993447161856,45.72522443410351
VIL_004,35,85.75,466.8,35.4,71.9,1.0,,,,,,,2,0,False,UNRECORDED,7.167382770243691,4.822933102028536,2.344449668215155,11.990315872272227,4.58938712489143,4.087999439439389,0.5013876854520412,8.677386564330819,1.4119982985441426,2.366791379007271,0.0,3.778789677551414,39.63184714009555,3.1914839814560465,36.44036315863951,42.8233311215516,39.65985689785521,4.42764498124247,35.232211916612734,44.08750187909768
VIL_004,36,41.77,176.0,31.8,48.6,0.82,,,,,,,3,1,False,UNRECORDED,7.8848831136996935,4.822933102028536,3.0619500116711578,12.70781621572823,4.262509555005845,4.087999439439389,0.17451011556645657,8.350508994445235,1.1586296501540916,2.366791379007271,0.0,3.525421029161363,39.79950708067504,3.1914839814560465,36.608023099219,42.99099106213109,40.09266219146375,4.42764498124247,35.66501721022128,44.520307172706225
VIL_004,37,37.8,150.3,30.4,48.3,0.739,,,,,,,4,0,False,UNRECORDED,10.72977363593464,4.822933102028536,5.906840533906104,15.552706737963176,3.376521957327623,4.087999439439389,0.0,7.464521396767012,0.9644281369169188,2.366791379007271,0.0,3.3312195159241895,39.97107287024508,3.1914839814560465,36.779588888789036,43.162556851701126,39.870852598539,4.42764498124247,35.44320761729653,44.298497579781476
VIL_004,38,44.61,203.4,30.5,49.2,0.861,,,,,,,1,0,False,UNRECORDED,11.094605926072628,4.822933102028536,6.271672824044092,15.917539028101164,2.335555505611561,4.087999439439389,0.0,6.42355494505095,1.3391070844016162,2.366791379007271,0.0,3.705898463408887,37.790065628122,3.1914839814560465,34.598581646665956,40.981549609578046,38.60349335414942,4.42764498124247,34.17584837290695,43.031138335391894
VIL_004,39,28.28,102.3,29.3,38.0,0.627,,,,,,,4,1,False,UNRECORDED,11.667574001823597,4.822933102028536,6.844640899795062,16.49050710385213,2.050963769489533,4.087999439439389,0.0,6.138963208928922,1.4471809012943526,2.366791379007271,0.0,3.8139722803016234,37.77923708343783,3.1914839814560465,34.58775310198178,40.97072106489387,38.82099263048571,4.42764498124247,34.39334764924324,43.248637611728185
VIL_004,40,20.92,43.0,29.1,32.3,0.441,,,,,,,3,0,False,UNRECORDED,9.83051423257966,4.822933102028536,5.007581130551124,14.653447334608195,2.362648094583988,4.087999439439389,0.0,6.450647534023377,1.5835337148238133,2.366791379007271,0.0,3.9503250938310845,39.08935067350921,3.1914839814560465,35.897866692053164,42.280834654965254,40.97221225282902,4.42764498124247,36.544567271586544,45.39985723407149
VIL_004,41,14.1,5.9,26.1,31.1,0.295,,,,,,,1,1,False,UNRECORDED,6.646708476890797,4.822933102028536,1.8237753748622616,11.469641578919333,1.4317324888085745,4.087999439439389,0.0,5.519731928247963,1.1607956581695016,2.366791379007271,0.0,3.5275870371767724,40.51564840459402,3.1914839814560465,37.32416442313797,43.70713238605006,40.07292283621245,4.42764498124247,35.645277854969976,44.50056781745492
VIL_004,42,12.96,-23.2,27.4,33.0,0.3,,,,,,,3,0,False,UNRECORDED,5.183953737340746,4.822933102028536,0.36102063531220985,10.006886839369281,2.0607382359440236,4.087999439439389,0.0,6.148737675383412,1.3685260640920713,2.366791379007271,0.0,3.7353174430993423,40.670586027156475,3.1914839814560465,37.47910204570043,43.86207000861252,40.170372594653706,4.42764498124247,35.74272761341123,44.59801757589618
VIL_004,43,8.08,-50.3,27.0,28.4,0.148,,,,,,,3,0,False,UNRECORDED,2.8515051519721872,4.822933102028536,0.0,7.674438254000723,1.4791746075525798,4.087999439439389,0.0,5.567174046991969,1.2571889634797102,2.366791379007271,0.0,3.6239803424869814,39.26430935248328,3.1914839814560465,36.072825371027236,42.455793333939326,38.31315696137716,4.42764498124247,33.88551198013469,42.74080194261963
VIL_004,44,17.98,12.6,23.4,36.4,0.321,8.0,0.0,5.0,44.4,34.3,34.5,2,0,True,REPORTED,8.0,0.4822933102028536,7.517706689797146,8.482293310202854,0.0,0.4087999439439389,0.0,0.4087999439439389,5.0,0.23667913790072712,4.763320862099273,5.236679137900727,44.4,0.3191483981456047,44.08085160185439,44.719148398145606,34.5,0.44276449812424706,34.05723550187575,34.94276449812425
VIL_004,45,6.89,-50.9,23.9,32.0,0.108,,,,,,,1,1,False,UNRECORDED,2.755390741061374,4.822933102028536,0.0,7.57832384308991,1.4553655131179504,4.087999439439389,0.0,5.543364952557339,1.2181956556755176,2.366791379007271,0.0,3.5849870346827886,40.09088927121764,3.1914839814560465,36.899405289761596,43.282373252673686,40.757685859978594,4.42764498124247,36.33004087873612,45.18533084122107
VIL_004,46,11.27,-28.5,20.1,36.5,0.225,,,,,,,3,0,False,UNRECORDED,1.5985388039322186,4.822933102028536,0.0,6.421471905960754,1.4344011738850826,4.087999439439389,0.0,5.522400613324471,1.6930214542069018,2.366791379007271,0.0,4.059812833214172,39.53280065770004,3.1914839814560465,36.34131667624399,42.72428463915608,38.02479554479585,4.42764498124247,33.59715056355338,42.45244052603832
VIL_004,47,10.89,-20.1,21.7,38.9,0.165,,,,,,,2,0,False,UNRECORDED,1.575813104416288,4.822933102028536,0.0,6.398746206444824,1.5663395565656277,4.087999439439389,0.0,5.654338996005016,2.1304697315827545,2.366791379007271,0.0,4.497261110590026,40.60881998609287,3.1914839814560465,37.41733600463682,43.80030396754891,39.900625383821584,4.42764498124247,35.47298040257911,44.32827036506406
VIL_004,48,7.51,-59.2,20.8,33.4,0.125,,,,,,,6,1,False,UNRECORDED,1.2252905564426257,4.822933102028536,0.0,6.048223658471161,1.1803268750640308,4.087999439439389,0.0,5.26832631450342,1.7211792808844633,2.366791379007271,0.0,4.0879706598917345,39.47942941293759,3.1914839814560465,36.287945431481546,42.67091339439364,40.49268298061811,4.42764498124247,36.06503799937564,44.920327961860586
VIL_004,49,8.44,-43.3,19.8,29.3,0.143,1.0,3.0,5.0,45.6,43.3,40.7,3,1,True,REPORTED,1.0,0.4822933102028536,0.5177066897971464,1.4822933102028535,3.0,0.4087999439439389,2.591200056056061,3.408799943943939,5.0,0.23667913790072712,4.763320862099273,5.236679137900727,45.6,0.3191483981456047,45.280851601854394,45.91914839814561,40.7,0.44276449812424706,40.257235501875755,41.14276449812425
VIL_004,50,7.02,-46.3,18.1,33.6,0.247,,,,,,,0,0,False,UNRECORDED,1.4752690795822476,4.822933102028536,0.0,6.298202181610783,1.2932421568428074,4.087999439439389,0.0,5.381241596282196,2.7151987617292415,2.366791379007271,0.34840738272197047,5.0819901407365125,39.815599421631106,3.1914839814560465,36.62411544017506,43.00708340308715,40.02874535636256,4.42764498124247,35.60110037512009,44.456390337605036
VIL_004,51,6.54,-77.0,14.1,36.1,0.0,,,,,,,2,1,False,UNRECORDED,1.4390059435407456,4.822933102028536,0.0,6.261939045569282,1.1285589130495381,4.087999439439389,0.0,5.216558352488927,2.653832568347556,2.366791379007271,0.2870411893402851,5.020623947354827,39.988027640174394,3.1914839814560465,36.79654365871835,43.17951162163044,39.84552491736885,4.42764498124247,35.417879936126376,44.27316989861132
VIL_004,52,5.62,-41.3,16.5,29.3,0.103,0.0,0.0,8.0,44.2,43.3,49.5,2,1,True,STRUCTURAL_ZERO_INFLATED,0.9416925227488933,4.822933102028536,0.0,5.764625624777429,2.033858239752433,4.087999439439389,0.0,6.121857679191821,3.136178488752481,2.366791379007271,0.7693871097452099,5.502969867759752,44.2,0.3191483981456047,43.880851601854395,44.51914839814561,49.5,0.44276449812424706,49.05723550187575,49.94276449812425
VIL_004,53,6.3,-60.8,16.3,43.7,0.212,,,,,,,2,0,False,UNRECORDED,1.132011570003993,4.822933102028536,0.0,5.9549446720325285,1.1269910625047515,4.087999439439389,0.0,5.21499050194414,3.088379536331807,2.366791379007271,0.7215881573245362,5.455170915339078,39.477008938203944,3.1914839814560465,36.2855249567479,42.66849291965999,39.80437308833243,4.42764498124247,35.37672810708996,44.232018069574906
VIL_004,54,6.33,-78.0,15.8,39.9,0.133,1.0,0.0,4.0,48.7,42.3,36.7,0,0,True,REPORTED,1.0,0.4822933102028536,0.5177066897971464,1.4822933102028535,0.0,0.4087999439439389,0.0,0.4087999439439389,4.0,0.23667913790072712,3.763320862099273,4.236679137900727,48.7,0.3191483981456047,48.380851601854395,49.01914839814561,36.7,0.44276449812424706,36.257235501875755,37.14276449812425
VIL_004,55,6.38,-55.9,17.2,42.1,0.165,,,,,,,4,1,False,UNRECORDED,1.3021887947865933,4.822933102028536,0.0,6.125121896815129,1.3013150905423307,4.087999439439389,0.0,5.38931452998172,2.9365277502665137,2.366791379007271,0.5697363712592427,5.303319129273785,39.9738099810898,3.1914839814560465,36.782325999633755,43.165293962545846,40.4540439957364,4.42764498124247,36.026399014493926,44.88168897697887
VIL_004,56,7.03,-52.8,16.8,47.5,0.146,,,,,,,2,1,False,UNRECORDED,1.5545564517017167,4.822933102028536,0.0,6.3774895537302525,1.9306346403107584,4.087999439439389,0.0,6.018634079750147,2.7825091319545328,2.366791379007271,0.41571775294726176,5.149300510961804,39.79881734800846,3.1914839814560465,36.60733336655242,42.99030132946451,40.21327547345762,4.42764498124247,35.78563049221515,44.640920454700094
VIL_004,57,6.27,-59.0,16.7,40.3,0.092,,,,,,,3,0,False,UNRECORDED,1.4496577830471302,4.822933102028536,0.0,6.272590885075666,1.1979775613614072,4.087999439439389,0.0,5.285977000800796,3.096129020187152,2.366791379007271,0.7293376411798809,5.462920399194423,40.62194161769616,3.1914839814560465,37.430457636240114,43.813425599152204,40.74999868022908,4.42764498124247,36.32235369898661,45.177643661471556
VIL_004,58,4.58,-59.5,16.9,45.3,0.0,,,,,,,2,1,False,UNRECORDED,0.989881353154552,4.822933102028536,0.0,5.812814455183088,1.6875911065684113,4.087999439439389,0.0,5.7755905460078,1.9047692173384179,2.366791379007271,0.0,4.271560596345688,40.20074507547928,3.1914839814560465,37.00926109402324,43.39222905693533,40.33019576073813,4.42764498124247,35.902550779495655,44.7578407419806
VIL_004,59,5.72,-54.4,17.9,44.1,0.125,,,,,,,2,1,False,UNRECORDED,1.186888661438603,4.822933102028536,0.0,6.009821763467139,1.356725304632347,4.087999439439389,0.0,5.444724744071736,2.224870565905566,2.366791379007271,0.0,4.591661944912837,38.55330494836396,3.1914839814560465,35.36182096690791,41.744788929820004,39.633914055452166,4.42764498124247,35.20626907420969,44.06155903669464
VIL_004,60,4.95,-64.1,20.9,44.2,0.06,2.0,1.0,0.0,40.6,34.1,43.1,3,0,True,REPORTED,2.0,0.4822933102028536,1.5177066897971465,2.4822933102028535,1.0,0.4087999439439389,0.5912000560560611,1.408799943943939,0.0,0.23667913790072712,0.0,0.23667913790072712,40.6,0.3191483981456047,40.280851601854394,40.91914839814561,43.1,0.44276449812424706,42.65723550187575,43.54276449812425
VIL_004,61,6.15,-54.5,19.6,43.2,0.083,0.0,0.0,5.0,41.1,31.8,34.8,1,1,True,STRUCTURAL_ZERO_INFLATED,1.3677199412516368,4.822933102028536,0.0,6.1906530432801725,1.7634845919799365,4.087999439439389,0.0,5.851484031419325,2.889546632885002,2.366791379007271,0.5227552538777309,5.256338011892273,41.1,0.3191483981456047,40.780851601854394,41.41914839814561,34.8,0.44276449812424706,34.35723550187575,35.242764498124245
VIL_004,62,5.8,-62.4,20.7,53.4,0.091,,,,,,,3,1,False,UNRECORDED,1.7918938601528067,4.822933102028536,0.0,6.6148269621813425,1.7454201219822882,4.087999439439389,0.0,5.833419561421677,1.9509911110787819,2.366791379007271,0.0,4.317782490086053,38.70181531373886,3.1914839814560465,35.51033133228282,41.89329929519491,38.553749810214995,4.42764498124247,34.12610482897252,42.98139479145747
VIL_004,63,6.57,-38.5,21.8,46.1,0.219,,,,,,,1,0,False,UNRECORDED,2.0581253157488746,4.822933102028536,0.0,6.88105841777741,1.6827224569459438,4.087999439439389,0.0,5.770721896385332,1.6072094671175252,2.366791379007271,0.0,3.974000846124796,38.965936040591416,3.1914839814560465,35.77445205913537,42.15742002204746,40.11613031876199,4.42764498124247,35.688485337519516,44.54377530000446
VIL_004,64,9.63,-50.6,23.9,52.3,0.313,,,,,,,2,1,False,UNRECORDED,1.5340182671328402,4.822933102028536,0.0,6.356951369161376,1.549701374156894,4.087999439439389,0.0,5.6377008135962825,1.3322416458546393,2.366791379007271,0.0,3.6990330248619103,39.96035145851178,3.1914839814560465,36.768867477055736,43.151835439967826,40.14282487007835,4.42764498124247,35.71517988883588,44.57046985132082
VIL_004,65,6.57,-54.8,25.2,40.7,0.142,,,,,,,2,0,False,UNRECORDED,2.769959283614259,4.822933102028536,0.0,7.592892385642795,1.1184405425029778,4.087999439439389,0.0,5.206439981942367,1.2593686190465672,2.366791379007271,0.0,3.626159998053838,38.66939075581686,3.1914839814560465,35.47790677436082,41.86087473727291,40.70386494425239,4.42764498124247,36.276219963009915,45.13150992549486
VIL_004,66,9.11,-38.6,22.1,54.3,0.159,,,,,,,0,0,False,UNRECORDED,2.3808151741711683,4.822933102028536,0.0,7.203748276199704,1.748643266380967,4.087999439439389,0.0,5.836642705820356,0.8158940200990873,2.366791379007271,0.0,3.1826853991063584,39.465016737888966,3.1914839814560465,36.27353275643292,42.65650071934501,38.8762260826263,4.42764498124247,34.44858110138383,43.303871063868776
VIL_004,67,7.14,-44.2,28.2,52.7,0.084,0.0,0.0,1.0,43.4,43.1,31.0,3,1,True,STRUCTURAL_ZERO_INFLATED,2.7015357581231747,4.822933102028536,0.0,7.5244688601517105,1.927041651338788,4.087999439439389,0.0,6.015041090778177,1.060295006264854,2.366791379007271,0.0,3.427086385272125,43.4,0.3191483981456047,43.08085160185439,43.719148398145606,31.0,0.44276449812424706,30.557235501875752,31.442764498124248
VIL_004,68,11.2,-33.8,29.9,50.7,0.247,,,,,,,2,0,False,UNRECORDED,3.1272553808176333,4.822933102028536,0.0,7.950188482846169,1.7492998365936814,4.087999439439389,0.0,5.83729927603307,1.2861502517110808,2.366791379007271,0.0,3.6529416307183515,39.16526694439054,3.1914839814560465,35.97378296293449,42.35675092584658,38.29051580946037,4.42764498124247,33.8628708282179,42.718160790702846
VIL_004,69,10.75,-45.8,28.1,48.8,0.304,,,,,,,2,1,False,UNRECORDED,2.5740893525989956,4.822933102028536,0.0,7.397022454627532,2.094972629388839,4.087999439439389,0.0,6.182972068828228,1.1452891100227314,2.366791379007271,0.0,3.5120804890300024,39.90504138748477,3.1914839814560465,36.71355740602873,43.09652536894082,39.91637290668414,4.42764498124247,35.488727925441665,44.34401788792661
VIL_004,70,12.05,-18.1,29.4,51.5,0.229,0.0,0.0,3.0,41.9,39.8,36.0,0,0,True,STRUCTURAL_ZERO_INFLATED,2.7453172447039282,4.822933102028536,0.0,7.568250346732464,1.553070285181395,4.087999439439389,0.0,5.641069724620784,1.619910846545096,2.366791379007271,0.0,3.986702225552367,41.9,0.3191483981456047,41.58085160185439,42.219148398145606,36.0,0.44276449812424706,35.55723550187575,36.44276449812425
VIL_004,71,13.73,-5.7,31.1,59.2,0.156,4.0,1.0,2.0,49.3,43.0,42.5,3,1,True,REPORTED,4.0,0.4822933102028536,3.5177066897971465,4.482293310202854,1.0,0.4087999439439389,0.5912000560560611,1.408799943943939,2.0,0.23667913790072712,1.7633208620992729,2.236679137900727,49.3,0.3191483981456047,48.98085160185439,49.619148398145605,42.5,0.44276449812424706,42.05723550187575,42.94276449812425
VIL_004,72,18.47,38.0,31.8,44.7,0.403,,,,,,,4,0,False,UNRECORDED,1.8733373526949921,4.822933102028536,0.0,6.696270454723528,1.4347400135517536,4.087999439439389,0.0,5.522739452991143,1.5155731740364615,2.366791379007271,0.0,3.8823645530437325,39.773329586206756,3.1914839814560465,36.58184560475071,42.9648135676628,40.65228442615632,4.42764498124247,36.22463944491385,45.079929407398794
