village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag
VIL_011,98,6.64,-56.4,20.7,28.4,0.065,2,1,3,61.6,57.1,69.7,4,0
VIL_011,99,6.7,-37.8,18.8,24.9,0.073,3,3,3,68.3,59.9,73.2,2,0
VIL_011,100,6.25,-57.7,19.5,20.9,0.183,2,3,6,55.4,48.9,63.4,2,0
VIL_011,101,5.19,-55.0,19.0,29.4,0.059,4,1,8,57.9,52.0,69.6,1,0
VIL_011,102,7.23,-43.9,17.6,40.6,0.134,5,2,8,60.0,58.7,72.7,1,1
VIL_011,103,5.74,-74.7,18.0,40.5,0.112,2,5,6,56.5,50.4,66.7,2,1
VIL_011,104,6.16,-60.6,17.7,34.0,0.023,0,2,6,59.5,53.7,74.9,3,1
VIL_012,1,4.81,-72.6,15.5,35.1,0.148,1,3,9,59.1,52.5,60.1,7,1
VIL_012,2,3.43,-71.1,16.5,43.1,0.028,1,1,15,64.2,51.8,66.0,3,1
VIL_012,3,6.34,-73.9,18.0,43.5,0.1,2,5,4,58.0,51.2,64.0,0,0
VIL_012,4,6.84,-67.9,14.8,37.7,0.162,1,3,9,56.3,53.9,62.0,6,0
VIL_012,5,7.2,-51.9,18.6,45.0,0.16,2,1,3,65.6,63.1,57.5,0,1
VIL_012,6,5.38,-54.6,17.7,41.8,0.112,0,3,8,58.8,49.8,52.3,7,0
VIL_012,7,8.6,-29.6,18.5,43.2,0.104,1,1,4,57.8,56.3,59.0,3,1
VIL_012,8,9.4,-39.5,19.8,41.2,0.193,2,2,4,63.0,54.4,58.9,2,1
VIL_012,9,5.87,-50.3,20.7,50.1,0.165,0,4,4,60.9,56.7,56.7,5,1
VIL_012,10,6.62,-55.1,20.5,41.7,0.106,3,3,3,55.3,54.4,54.9,4,0
VIL_012,11,10.05,-48.3,23.1,49.2,0.267,3,3,2,52.6,50.0,53.6,3,1
VIL_012,12,7.96,-47.0,20.7,44.9,0.116,2,0,6,56.5,51.5,61.2,3,1
VIL_012,13,8.09,-52.2,24.1,52.1,0.162,4,3,1,57.9,56.6,58.4,2,0
VIL_012,14,8.3,-35.5,26.0,47.8,0.243,5,3,3,61.0,61.7,59.1,1,0
VIL_012,15,6.69,-55.6,26.6,47.7,0.1,8,1,2,54.7,50.3,57.5,1,1
VIL_012,16,6.59,-68.9,26.0,47.6,0.184,8,2,2,58.1,53.9,60.4,6,0
VIL_012,17,7.45,-65.3,30.3,49.3,0.248,1,1,3,61.0,53.5,57.6,2,0
VIL_012,18,8.65,-42.6,29.0,48.2,0.182,11,2,1,54.7,47.4,61.1,4,1
VIL_012,19,11.76,-45.8,31.6,48.9,0.209,2,3,2,67.9,65.2,58.6,4,1
VIL_012,20,12.17,-24.0,32.9,46.5,0.205,2,5,2,64.5,57.5,64.6,2,0
VIL_012,21,17.14,16.6,33.7,43.9,0.408,0,2,1,64.2,62.2,62.8,5,0
VIL_012,22,26.67,67.2,35.9,49.5,0.597,3,9,2,59.7,49.0,62.4,3,1
VIL_012,23,34.54,140.2,35.2,59.8,0.763,3,6,1,60.4,53.9,61.1,3,1
VIL_012,24,38.44,168.2,36.4,56.5,0.767,1,6,1,55.3,54.4,60.2,1,1
VIL_012,25,44.35,185.5,36.3,56.9,0.939,3,4,0,59.7,52.0,56.8,3,1
VIL_012,26,43.59,187.6,37.4,52.4,0.869,4,6,3,57.6,48.0,65.6,1,0
VIL_012,27,70.3,378.6,38.6,63.3,1.0,2,5,3,60.2,50.1,57.6,0,0
VIL_012,28,63.87,325.8,37.2,62.9,1.0,1,8,2,54.3,50.5,61.0,1,1
VIL_012,29,66.39,328.7,37.9,69.4,1.0,4,7,1,59.2,53.2,58.8,2,1
VIL_012,30,88.37,487.7,38.5,73.4,1.0,3,7,1,54.9,50.9,58.4,4,0
VIL_012,31,82.78,443.3,38.0,73.3,1.0,3,4,4,63.7,63.2,63.8,1,0
VIL_012,32,93.63,535.3,35.4,73.7,1.0,7,4,5,59.3,54.2,56.3,3,0
VIL_012,33,81.97,452.6,36.5,71.9,1.0,6,10,1,51.9,50.7,63.4,3,1
VIL_012,34,70.35,365.9,34.8,61.3,1.0,14,6,1,54.8,46.8,60.3,2,0
VIL_012,35,54.78,266.6,35.0,49.2,1.0,4,9,3,60.9,59.2,55.4,5,0
VIL_012,36,50.03,220.4,33.4,50.1,0.971,18,2,2,54.5,49.8,60.1,2,0
VIL_012,37,45.42,195.2,32.0,55.7,0.943,18,7,3,59.3,53.7,61.7,2,1
VIL_012,38,30.23,117.1,31.1,47.6,0.565,14,1,2,60.6,53.9,57.3,5,1
VIL_012,39,27.39,83.2,29.7,40.7,0.586,17,2,4,64.2,58.0,62.1,3,0
VIL_012,40,20.46,45.7,28.6,34.7,0.401,14,0,6,50.4,41.9,56.5,6,0
VIL_012,41,16.52,12.5,26.8,34.5,0.284,11,2,1,58.8,50.2,62.0,3,1
VIL_012,42,13.77,5.0,25.5,33.4,0.279,8,3,2,60.6,50.5,55.0,2,0
VIL_012,43,8.85,-61.0,26.7,29.9,0.08,8,1,2,60.5,49.6,63.2,2,1
VIL_012,44,9.21,-40.5,24.0,32.5,0.156,12,2,4,57.5,51.0,64.6,5,1
VIL_012,45,5.98,-43.7,21.7,30.6,0.136,10,2,6,62.3,60.3,53.9,2,1
VIL_012,46,7.62,-39.6,21.0,30.1,0.064,2,2,5,64.8,58.1,61.5,2,1
VIL_012,47,7.84,-34.5,21.6,27.5,0.028,4,2,5,62.9,50.5,62.2,3,0
VIL_012,48,12.0,-20.0,18.6,33.5,0.123,2,1,8,56.9,50.4,62.2,1,1
VIL_012,49,8.38,-49.5,17.0,37.7,0.234,1,1,9,52.3,46.8,54.7,2,1
VIL_012,50,8.66,-52.5,16.5,35.7,0.169,0,3,4,54.0,51.6,61.9,2,1
VIL_012,51,7.11,-63.5,15.6,37.4,0.116,2,1,6,58.9,52.4,63.0,3,0
VIL_012,52,9.21,-30.5,15.7,37.3,0.231,3,1,7,54.2,47.1,53.8,6,0
VIL_012,53,4.93,-62.0,15.7,33.2,0.078,1,2,6,60.9,57.0,52.0,4,1
VIL_012,54,4.78,-68.8,18.7,37.6,0.109,2,3,3,57.7,49.2,56.3,2,0
VIL_012,55,7.88,-42.4,17.0,37.2,0.159,1,1,6,60.5,52.4,59.9,2,1
VIL_012,56,4.94,-65.7,16.9,36.7,0.075,3,5,5,59.4,52.6,59.4,4,1
VIL_012,57,10.79,-18.5,15.9,49.9,0.23,2,2,6,60.3,57.8,59.1,1,1
VIL_012,58,5.44,-54.2,18.0,41.7,0.147,2,4,7,60.8,52.9,58.9,0,0
VIL_012,59,6.09,-70.1,16.7,41.7,0.112,5,4,4,59.4,53.2,61.8,3,0
VIL_012,60,7.25,-48.9,19.1,52.6,0.122,1,3,8,61.4,52.5,53.1,1,0
VIL_012,61,5.16,-82.3,22.8,49.1,0.086,1,1,8,61.5,53.1,59.2,2,1
VIL_012,62,12.08,-18.2,22.1,48.4,0.127,2,2,5,58.5,57.6,65.5,0,1
VIL_012,63,12.74,-9.0,22.1,52.4,0.269,3,0,5,55.7,53.0,55.9,1,1
VIL_012,64,7.01,-66.4,24.3,47.3,0.08,5,4,4,56.7,54.0,58.0,2,1
VIL_012,65,4.98,-70.9,24.0,44.6,0.131,6,0,1,59.4,56.4,59.4,3,1
VIL_012,66,7.86,-47.5,24.8,50.8,0.153,8,4,2,49.4,48.6,60.6,2,0
VIL_012,67,7.11,-50.3,29.0,47.2,0.147,5,1,1,60.1,53.5,53.3,2,1
VIL_012,68,10.93,-29.9,26.8,50.5,0.254,5,2,3,62.0,49.8,58.7,3,1
VIL_012,69,8.49,-55.1,29.0,52.7,0.123,2,2,1,60.8,54.0,64.4,5,1
VIL_012,70,10.76,-28.8,30.9,52.9,0.234,4,1,3,65.2,64.1,62.5,4,0
VIL_012,71,11.83,-37.6,30.5,46.9,0.25,4,2,2,60.0,60.2,50.3,3,1
VIL_012,72,17.42,13.8,33.5,53.1,0.339,2,3,6,62.9,57.5,63.9,0,0
VIL_012,73,26.85,74.6,33.3,50.5,0.491,4,3,1,53.3,48.1,62.9,1,1
VIL_012,74,23.84,57.6,35.3,54.4,0.507,1,8,2,60.7,56.4,57.7,3,1
VIL_012,75,40.63,165.3,35.9,60.6,0.848,2,3,0,51.7,47.8,64.3,5,0
VIL_012,76,52.79,236.9,35.6,66.5,1.0,3,6,4,57.1,55.7,54.7,5,1
VIL_012,77,60.1,297.0,38.4,66.3,1.0,3,7,2,60.0,56.0,57.2,1,0
VIL_012,78,65.16,343.7,35.9,77.1,1.0,7,3,2,60.2,54.4,54.5,6,1
VIL_012,79,41.81,191.3,38.5,52.3,0.833,2,5,1,62.7,56.9,54.8,4,1
VIL_012,80,83.51,481.1,38.4,79.4,1.0,2,6,4,55.9,50.2,60.1,3,1
VIL_012,81,80.61,454.3,39.1,68.8,1.0,1,7,1,59.1,50.3,57.1,2,1
VIL_012,82,93.7,512.7,36.9,80.3,1.0,3,5,0,60.3,59.5,59.0,2,1
VIL_012,83,73.38,385.1,35.4,69.3,1.0,7,10,3,60.3,58.6,54.7,1,1
VIL_012,84,97.01,546.5,38.3,78.0,1.0,2,4,0,56.8,52.5,62.4,1,1
VIL_012,85,68.66,356.9,34.8,60.7,1.0,12,5,3,60.3,49.2,53.1,2,1
VIL_012,86,85.68,471.9,33.5,70.9,1.0,18,2,2,59.8,52.3,63.4,4,1
VIL_012,87,80.98,463.9,33.4,68.3,1.0,16,1,6,62.0,55.4,64.2,0,0
VIL_012,88,57.21,270.6,31.5,61.9,1.0,24,5,6,60.3,51.4,53.9,4,0
VIL_012,89,63.56,316.6,32.3,53.9,1.0,14,3,5,54.2,53.3,58.8,1,1
VIL_012,90,44.46,212.8,29.8,45.3,0.862,30,2,2,56.1,47.2,55.9,3,0
VIL_012,91,40.01,160.6,29.0,46.2,0.825,30,7,5,60.4,56.7,61.5,1,1
VIL_012,92,25.2,71.9,29.4,36.6,0.46,14,5,2,55.2,49.3,60.0,3,1
VIL_012,93,25.67,81.5,27.7,37.5,0.518,14,1,1,62.2,55.8,63.1,4,0
VIL_012,94,18.87,30.7,25.8,39.0,0.337,19,4,5,63.0,56.7,62.5,2,0
VIL_012,95,14.14,-3.8,24.8,21.4,0.253,6,4,4,58.6,48.8,54.4,5,0
VIL_012,96,17.71,27.5,23.5,32.6,0.369,8,4,4,55.7,53.3,54.9,4,1
VIL_012,97,7.94,-56.0,21.8,23.8,0.17,2,3,2,57.0,56.9,57.5,1,0
VIL_012,98,6.67,-60.5,21.3,26.1,0.113,3,2,4,54.4,54.6,65.4,1,1
VIL_012,99,13.49,-4.7,21.0,44.7,0.256,2,1,4,59.0,53.4,56.3,4,0
VIL_012,100,7.2,-72.7,19.4,35.3,0.071,3,1,5,56.4,51.7,63.8,3,0
VIL_012,101,7.76,-34.1,19.3,38.0,0.225,0,1,7,62.3,52.8,62.2,4,1
VIL_012,102,5.93,-57.4,17.1,34.1,0.153,2,2,6,57.6,53.2,55.1,4,1
VIL_012,103,6.29,-56.5,16.9,38.8,0.158,1,3,3,58.7,54.2,54.9,1,1
VIL_012,104,7.34,-67.4,16.4,30.4,0.067,2,2,7,57.4,49.7,58.0,5,0
VIL_013,1,7.74,-52.8,19.3,34.7,0.116,2,3,8,63.1,58.5,64.0,3,0
VIL_013,2,9.33,-42.1,18.2,41.1,0.084,0,5,8,62.8,60.9,73.6,1,0
VIL_013,3,5.93,-69.5,16.9,43.3,0.191,2,3,11,62.8,51.8,70.1,5,1
VIL_013,4,5.0,-67.1,16.8,38.3,0.039,2,2,8,59.5,57.0,78.2,3,0
VIL_013,5,10.13,-48.0,16.8,44.7,0.186,3,1,8,65.9,61.9,72.8,4,0
VIL_013,6,9.41,-25.9,17.6,43.2,0.202,5,3,7,68.1,64.2,72.2,4,1
VIL_013,7,5.56,-59.1,16.9,52.2,0.116,3,1,10,64.5,62.9,67.5,3,1
VIL_013,8,6.0,-47.1,18.1,46.7,0.055,4,5,8,63.0,55.6,77.0,1,0
VIL_013,9,7.93,-45.5,21.2,47.6,0.077,3,2,3,63.5,53.5,70.1,1,0
VIL_013,10,5.49,-63.8,23.2,44.7,0.22,3,5,2,65.3,56.5,71.2,2,1
VIL_013,11,6.53,-55.2,22.4,51.2,0.186,5,0,4,63.5,55.7,74.4,4,0
VIL_013,12,6.24,-65.4,22.6,47.8,0.098,2,1,5,59.1,49.3,68.5,3,1
VIL_013,13,7.57,-62.0,20.5,48.5,0.084,3,2,5,62.8,55.0,69.4,1,1
VIL_013,14,5.38,-74.0,27.8,47.4,0.028,4,3,5,65.8,59.0,71.2,4,0
VIL_013,15,8.52,-47.5,25.4,44.8,0.083,6,2,6,60.0,55.5,73.8,2,0
VIL_013,16,8.55,-51.8,26.4,55.0,0.149,6,2,3,61.4,58.3,79.0,4,0
VIL_013,17,9.05,-26.2,29.0,52.6,0.236,3,4,7,65.8,59.3,67.3,3,0
VIL_013,18,10.09,-39.8,30.5,48.9,0.129,4,2,6,64.8,63.2,68.5,2,1
VIL_013,19,13.57,-5.6,31.7,49.6,0.241,4,1,4,61.8,63.5,71.6,3,0
VIL_013,20,15.71,10.5,31.7,46.8,0.254,3,2,1,55.4,48.8,71.3,7,0
VIL_013,21,22.88,64.9,34.1,47.2,0.29,3,7,3,60.7,56.6,68.6,5,0
VIL_013,22,20.39,42.8,33.9,47.4,0.322,5,3,4,60.9,56.3,71.5,2,1
VIL_013,23,28.66,89.3,34.6,58.6,0.434,3,7,4,59.5,48.9,69.4,5,0
VIL_013,24,50.75,255.4,35.5,62.4,0.723,3,6,5,60.4,54.9,73.9,1,1
VIL_013,25,53.27,242.7,35.5,68.4,0.69,1,9,6,60.7,52.7,65.0,3,0
VIL_013,26,54.43,253.4,35.2,63.3,0.762,3,8,6,63.9,53.5,66.8,1,1
VIL_013,27,74.58,399.4,35.5,68.8,1.0,6,12,4,63.4,58.0,70.3,2,0
VIL_013,28,73.32,389.7,35.7,67.5,1.0,3,22,1,64.8,61.0,73.3,1,0
VIL_013,29,83.58,465.4,37.5,75.4,1.0,5,12,2,61.6,56.9,74.9,5,0
VIL_013,30,79.94,434.5,37.2,64.9,1.0,3,20,2,58.0,57.6,68.1,6,0
VIL_013,31,58.99,297.0,36.0,56.8,0.84,7,15,2,62.6,55.7,72.2,3,0
VIL_013,32,73.36,399.0,35.6,64.2,1.0,7,10,3,63.7,60.3,67.4,2,0
VIL_013,33,69.8,366.8,36.6,66.6,0.908,3,14,4,65.2,61.8,69.5,2,0
VIL_013,34,81.0,446.8,35.1,69.1,1.0,16,11,0,62.1,60.9,73.9,1,0
VIL_013,35,72.26,374.2,35.5,63.6,1.0,7,14,4,64.2,59.3,71.3,2,1
VIL_013,36,67.17,340.9,32.0,61.6,0.872,26,13,5,62.8,49.2,67.1,5,0
VIL_013,37,38.64,166.4,30.2,49.1,0.478,26,5,2,58.5,53.0,73.0,2,0
VIL_013,38,49.47,231.0,31.7,50.2,0.67,18,5,2,69.1,57.6,69.5,1,0
VIL_013,39,40.41,171.1,29.4,41.1,0.525,23,2,5,60.5,52.1,74.0,3,0
VIL_013,40,24.28,54.9,27.2,37.9,0.227,17,5,4,64.5,57.7,70.3,2,0
VIL_013,41,17.94,15.5,27.6,30.7,0.284,11,2,2,70.6,61.2,80.5,7,0
VIL_013,42,12.03,-17.0,24.9,23.0,0.204,8,6,5,67.6,62.0,71.2,2,0
VIL_013,43,10.74,-31.4,25.4,31.8,0.092,7,3,3,63.9,53.9,78.7,4,1
VIL_013,44,14.12,-14.5,24.0,35.3,0.187,7,6,3,60.0,55.1,70.3,3,1
VIL_013,45,8.5,-51.8,22.1,32.4,0.062,4,4,1,58.6,52.9,72.6,2,1
VIL_013,46,5.07,-72.6,19.3,32.1,0.025,2,4,9,63.5,56.3,71.4,4,1
VIL_013,47,8.56,-46.3,19.3,37.1,0.084,3,2,8,61.5,62.9,68.5,0,0
VIL_013,48,7.26,-54.3,21.3,29.1,0.123,3,3,5,64.6,60.3,72.1,3,0
VIL_013,49,6.74,-39.4,20.9,32.2,0.19,3,2,13,69.6,66.2,63.3,0,1
VIL_013,50,7.67,-39.7,21.3,30.1,0.082,0,3,6,62.9,52.8,64.6,5,0
VIL_013,51,5.0,-63.7,18.1,36.9,0.109,3,5,7,55.9,54.3,71.3,5,0
VIL_013,52,6.46,-38.3,16.0,41.9,0.126,6,5,13,58.6,51.7,69.8,3,1
VIL_013,53,6.7,-56.5,18.7,36.2,0.0,2,2,8,63.7,59.0,70.6,3,1
VIL_013,54,5.11,-61.2,16.7,41.6,0.0,4,2,8,60.1,55.2,70.7,3,1
VIL_013,55,5.11,-62.7,16.3,36.9,0.17,1,3,7,66.0,62.0,65.1,3,1
VIL_013,56,9.08,-34.8,17.7,45.7,0.096,2,4,8,66.4,56.7,72.7,3,1
VIL_013,57,7.66,-56.4,19.9,34.5,0.125,2,2,9,62.0,58.4,66.1,2,0
VIL_013,58,6.79,-57.8,18.0,50.2,0.107,1,1,6,65.4,59.9,73.8,0,0
VIL_013,59,4.31,-79.4,18.8,39.4,0.0,4,1,3,59.0,54.3,69.6,3,0
VIL_013,60,5.45,-59.6,17.7,45.9,0.039,0,4,5,65.5,56.3,67.6,2,0
VIL_013,61,6.46,-56.9,20.5,52.1,0.123,3,4,6,62.7,55.6,77.2,4,0
VIL_013,62,5.84,-79.9,22.1,42.1,0.031,5,1,5,61.9,53.5,66.2,4,1
VIL_013,63,5.35,-59.2,22.2,54.1,0.052,0,4,4,62.7,61.2,68.5,3,1
VIL_013,64,6.82,-52.3,23.4,56.5,0.031,2,4,4,63.4,56.6,66.4,2,0
VIL_013,65,5.78,-44.4,24.9,50.6,0.035,2,5,3,59.3,55.3,63.9,2,0
VIL_013,66,6.15,-49.7,24.5,48.1,0.056,4,3,4,63.3,53.6,68.6,3,0
VIL_013,67,7.5,-38.9,24.3,47.9,0.007,1,6,4,60.0,51.2,70.3,3,0
VIL_013,68,12.42,-28.5,28.1,53.2,0.224,9,1,1,61.7,55.5,68.9,5,0
VIL_013,69,16.39,20.5,29.1,55.5,0.149,2,4,3,64.3,55.4,66.0,0,0
VIL_013,70,11.03,-28.4,31.2,41.3,0.138,3,2,4,66.6,57.5,75.7,2,1
VIL_013,71,14.09,-13.0,34.5,49.1,0.151,1,5,2,67.9,59.5,68.1,1,0
VIL_013,72,15.6,-19.4,34.2,47.9,0.262,5,2,5,68.7,58.6,84.2,2,0
VIL_013,73,19.27,41.6,31.2,48.3,0.195,6,4,3,60.0,51.9,69.3,1,0
VIL_013,74,24.67,61.6,37.5,50.2,0.29,2,3,6,66.0,61.6,68.7,3,1
VIL_013,75,34.2,126.8,36.0,51.6,0.389,3,4,4,62.9,57.7,78.5,2,0
VIL_013,76,41.89,182.5,35.5,65.7,0.438,5,2,1,58.9,50.3,73.5,2,0
VIL_013,77,56.91,298.0,38.1,63.5,0.784,3,12,2,58.3,52.6,68.3,3,0
VIL_013,78,73.8,389.7,33.6,72.5,0.986,5,7,4,58.6,48.2,69.4,6,0
VIL_013,79,57.26,281.6,36.3,62.4,0.774,4,15,3,58.5,47.8,74.3,5,1
VIL_013,80,79.2,437.7,37.2,71.2,1.0,1,21,6,67.2,59.5,73.4,5,0
VIL_013,81,76.95,410.2,37.0,72.7,1.0,3,13,5,63.7,54.3,70.2,4,0
VIL_013,82,77.42,407.8,38.5,68.9,1.0,5,19,4,64.9,57.9,73.3,2,0
VIL_013,83,69.63,342.3,37.8,67.6,0.941,4,16,3,62.2,53.9,68.3,3,0
VIL_013,84,67.26,361.7,36.7,69.2,0.871,6,9,7,60.3,50.3,68.0,2,1
VIL_013,85,79.67,433.5,34.9,63.8,1.0,15,16,2,62.5,52.7,72.0,2,1
VIL_013,86,85.2,473.5,35.6,71.4,1.0,15,11,4,59.3,55.7,73.7,2,0
VIL_013,87,75.33,397.3,32.9,65.6,0.998,20,9,1,63.8,55.0,67.1,6,1
VIL_013,88,55.33,275.7,33.6,49.1,0.77,19,6,3,56.2,48.6,69.6,5,0
VIL_013,89,49.37,223.3,30.8,52.9,0.775,25,8,8,58.9,54.3,64.8,3,1
VIL_013,90,46.04,208.5,30.9,47.3,0.563,19,5,2,68.4,66.9,70.8,6,1
VIL_013,91,33.5,124.4,27.6,48.1,0.386,44,4,1,62.2,51.9,66.1,2,0
VIL_013,92,34.63,142.1,29.4,46.3,0.449,15,7,6,58.8,53.3,66.5,4,1
VIL_013,93,17.78,25.0,26.5,34.0,0.2,14,7,5,58.7,56.2,66.7,8,0
VIL_013,94,12.18,-25.1,24.2,30.5,0.197,11,3,2,69.4,58.4,71.3,1,0
VIL_013,95,17.78,24.6,23.5,41.5,0.247,10,4,1,64.9,59.3,66.3,3,0
VIL_013,96,9.94,-37.4,23.1,28.8,0.077,8,4,3,66.3,61.6,73.6,6,0
VIL_013,97,7.6,-57.5,21.3,31.6,0.139,5,2,0,65.4,62.7,71.6,8,0
VIL_013,98,10.75,-22.8,22.2,32.6,0.236,0,4,1,64.8,60.4,70.5,3,0
VIL_013,99,6.83,-52.5,20.0,36.6,0.051,3,2,8,68.9,62.1,72.2,2,0
VIL_013,100,8.24,-57.0,20.6,38.5,0.126,1,1,9,67.9,65.5,71.0,3,0
VIL_013,101,6.59,-61.2,18.4,35.8,0.0,2,0,6,56.7,53.2,62.2,1,1
VIL_013,102,6.66,-48.2,19.0,32.7,0.07,3,1,14,72.0,65.2,69.2,7,0
VIL_013,103,4.62,-65.3,17.7,34.3,0.077,3,5,7,57.4,49.6,72.6,4,1
VIL_013,104,9.73,-30.8,17.0,33.7,0.123,2,5,7,55.7,51.5,68.7,1,0
VIL_014,1,4.2,-73.5,16.7,28.0,0.115,1,1,2,41.9,37.7,33.7,1,0
VIL_014,2,4.1,-86.0,16.8,35.4,0.1,0,0,8,36.8,32.9,44.0,1,0
VIL_014,3,6.11,-66.6,16.7,40.6,0.08,2,0,4,38.7,28.1,40.6,1,0
VIL_014,4,6.28,-77.7,16.4,36.4,0.129,0,0,1,38.8,33.3,49.8,0,0
VIL_014,5,11.78,-32.8,16.8,54.4,0.125,1,0,3,43.9,39.9,49.7,2,1
VIL_014,6,4.8,-69.3,19.0,40.2,0.0,0,0,0,37.4,35.2,43.3,0,1
VIL_014,7,7.31,-47.7,18.1,42.1,0.111,0,0,0,38.5,34.1,42.5,1,0
VIL_014,8,6.54,-59.7,19.7,43.0,0.068,4,0,2,41.1,36.0,52.2,0,0
VIL_014,9,6.53,-51.7,20.6,48.8,0.176,0,2,2,36.3,33.6,47.9,1,0
VIL_014,10,12.38,-27.0,20.6,53.7,0.247,2,1,1,34.4,30.6,46.5,0,1
VIL_014,11,8.54,-38.6,21.4,46.9,0.079,1,1,2,41.6,32.9,48.8,2,0
VIL_014,12,5.43,-64.6,23.5,48.7,0.107,4,0,3,35.7,26.2,44.3,1,1
VIL_014,13,7.98,-48.9,22.6,50.5,0.008,2,3,1,35.6,34.7,49.5,2,0
VIL_014,14,16.02,6.8,28.2,47.2,0.231,4,0,1,40.4,35.5,46.6,1,1
VIL_014,15,8.19,-51.4,26.3,48.5,0.125,1,2,1,38.8,34.1,35.2,1,1
VIL_014,16,7.07,-68.2,27.7,45.7,0.045,3,1,1,40.6,35.6,40.7,4,1
VIL_014,17,5.16,-76.0,30.3,40.7,0.077,1,1,1,43.3,34.9,39.2,3,0
VIL_014,18,9.26,-52.4,30.3,49.3,0.077,0,1,0,33.8,29.2,40.7,1,1
VIL_014,19,11.7,-24.3,31.1,53.1,0.199,2,2,2,35.0,31.2,41.1,2,0
VIL_014,20,13.98,-0.0,31.1,49.6,0.196,1,2,2,38.1,34.1,39.8,0,1
VIL_014,21,13.86,7.3,33.8,38.3,0.259,2,0,0,38.0,28.0,47.6,0,0
VIL_014,22,28.99,88.7,33.8,53.3,0.31,1,1,1,37.7,35.2,45.2,0,0
VIL_014,23,34.52,128.5,37.7,53.3,0.417,0,2,1,42.1,40.4,46.6,0,0
VIL_014,24,31.27,127.3,35.6,61.3,0.393,4,2,0,39.8,39.9,42.3,0,0
VIL_014,25,53.66,253.7,33.6,62.9,0.74,2,3,0,40.8,38.9,40.6,2,1
VIL_014,26,64.94,326.6,37.8,62.2,0.879,0,3,2,38.3,34.2,44.3,0,0
VIL_014,27,84.62,462.8,35.7,77.1,1.0,2,2,1,35.5,28.8,39.5,2,1
VIL_014,28,86.72,473.9,37.1,79.7,1.0,2,3,0,30.5,33.7,46.3,0,0
VIL_014,29,90.84,498.8,38.6,78.4,1.0,2,5,1,40.2,36.3,34.4,1,0
VIL_014,30,95.44,522.2,36.3,76.0,1.0,5,3,2,39.7,38.2,45.7,1,1
VIL_014,31,90.53,519.4,36.1,73.8,1.0,2,6,1,41.3,35.7,43.0,1,1
VIL_014,32,117.76,690.6,37.0,91.3,1.0,3,8,1,35.1,33.8,51.6,1,0
VIL_014,33,93.8,541.5,36.9,75.7,1.0,3,2,2,34.4,27.6,45.2,1,1
VIL_014,34,71.84,388.5,34.3,71.5,0.961,8,2,0,42.6,39.3,38.6,1,0
VIL_014,35,72.97,386.6,36.1,63.6,0.982,2,1,0,39.0,39.5,36.8,0,1
VIL_014,36,61.57,293.8,30.6,50.8,0.754,18,2,2,38.7,33.6,43.7,2,1
VIL_014,37,45.18,192.1,30.6,47.4,0.643,12,4,1,31.6,28.1,37.6,1,1
VIL_014,38,34.78,128.4,30.0,40.4,0.459,8,2,3,45.2,37.9,40.3,2,1
VIL_014,39,34.18,118.2,30.7,36.0,0.571,3,1,2,39.5,37.9,46.6,2,0
VIL_014,40,24.59,45.7,28.5,37.8,0.309,5,2,3,36.8,31.4,49.1,4,1
VIL_014,41,19.45,20.8,26.2,33.1,0.308,1,0,1,40.8,36.1,40.0,1,0
VIL_014,42,15.67,2.5,24.4,33.7,0.19,2,1,0,44.0,38.9,40.1,3,0
VIL_014,43,14.09,9.8,22.8,40.0,0.284,1,1,3,43.9,36.7,48.3,1,0
VIL_014,44,11.52,-29.9,24.1,31.4,0.19,2,2,4,35.7,32.0,42.0,3,0
VIL_014,45,6.81,-48.1,21.9,34.3,0.026,3,1,1,32.2,30.3,46.9,1,1
VIL_014,46,6.85,-64.1,22.5,30.2,0.162,0,0,2,39.9,28.3,48.9,0,0
VIL_014,47,11.95,-22.6,18.6,36.0,0.198,0,0,2,36.3,34.5,50.2,1,0
VIL_014,48,5.77,-61.9,20.0,32.7,0.054,0,2,2,38.9,38.1,44.1,0,0
VIL_014,49,13.1,3.3,18.7,38.0,0.094,0,2,2,31.7,27.6,48.4,1,1
VIL_014,50,3.54,-103.1,17.4,32.7,0.107,0,1,0,36.8,31.3,44.9,2,0
VIL_014,51,5.49,-71.5,17.0,41.2,0.16,1,0,2,42.0,42.5,52.4,1,0
VIL_014,52,8.86,-38.5,17.4,40.8,0.174,1,1,3,43.2,37.9,48.2,0,1
VIL_014,53,8.19,-41.2,17.0,39.6,0.153,1,0,2,36.6,33.0,45.5,3,0
VIL_014,54,6.24,-70.2,15.9,43.0,0.111,0,2,3,44.5,39.5,45.1,1,0
VIL_014,55,6.57,-56.6,17.7,41.2,0.141,1,1,0,36.7,31.5,40.6,1,1
VIL_014,56,5.93,-60.3,18.7,46.0,0.066,1,2,2,40.4,34.5,47.6,0,0
VIL_014,57,6.98,-38.8,17.4,38.4,0.002,0,0,3,37.1,36.6,41.7,1,0
VIL_014,58,6.56,-54.2,18.8,52.5,0.125,0,0,2,35.2,38.0,43.0,1,1
VIL_014,59,7.01,-54.7,18.6,45.8,0.113,1,2,2,38.0,34.7,41.8,2,0
